
Idade; altura; peso; IMC; classeIMC
18;1.7;72.9;25.224913494809694;Sobrepeso
17;1.65;95.0;34.894398530762174;Obesidade Classe 1
17;1.63;95.0;35.75595618954421;Obesidade Classe 2
17;1.68;110.0;38.97392290249434;Obesidade Classe 2
17;1.75;140.0;45.714285714285715;Obesidade Classe 3
17;1.6;44.0;17.187499999999996;Abaixo do peso
17;1.69;61.0;21.35779559539232;Peso normal
17;1.7;62.0;21.453287197231838;Peso normal
17;1.68;60.0;21.258503401360546;Peso normal
17;1.67;59.0;21.15529420201513;Peso normal
17;1.65;58.0;21.30394857667585;Peso normal
17;1.6380000000000001;60.3;22.474473023923572;Peso normal
17;1.6280000000000001;59.1;22.29865559103888;Peso normal
17;1.63;45.2;17.01230757649893;Abaixo do peso
17;1.62;44.0;16.76573693034598;Abaixo do peso
17;1.6;38.9;15.195312499999996;Abaixo do peso
17;1.54;34.1;14.37847866419295;Abaixo do peso
17;1.51;31.2;13.683610367966317;Abaixo do peso
17;1.49;29.0;13.062474663303455;Abaixo do peso
17;1.47;27.3;12.63362487852284;Abaixo do peso
16;1.6;90.0;35.15624999999999;Obesidade Classe 2
16;1.58;90.0;36.05191475725044;Obesidade Classe 2
16;1.7;105.0;36.33217993079585;Obesidade Classe 2
16;1.72;130.0;43.942671714440245;Obesidade Classe 3
16;1.58;42.0;16.82422688671687;Abaixo do peso
16;1.67;58.0;20.796729893506402;Peso normal
16;1.68;59.0;20.904195011337873;Peso normal
16;1.66;57.0;20.685150239512268;Peso normal
16;1.65;56.0;20.569329660238754;Peso normal
16;1.64;55.0;20.449137418203453;Peso normal
16;1.652;58.7;21.50889083010395;Peso normal
16;1.642;56.6;20.992788272523484;Peso normal
16;1.59;42.8;16.929710058937538;Abaixo do peso
16;1.58;40.1;16.06313090850825;Abaixo do peso
16;1.55;35.7;14.859521331945889;Abaixo do peso
16;1.52;32.2;13.936980609418283;Abaixo do peso
16;1.49;29.9;13.467861808026665;Abaixo do peso
16;1.47;28.0;12.957563977972143;Abaixo do peso
16;1.46;26.3;12.33814974666917;Abaixo do peso
15;1.55;85.0;35.37981269510926;Obesidade Classe 2
15;1.62;85.0;32.38835543362292;Obesidade Classe 1
15;1.65;100.0;36.73094582185492;Obesidade Classe 2
15;1.7;120.0;41.52249134948097;Obesidade Classe 3
15;1.55;40.0;16.649323621227886;Abaixo do peso
15;1.65;55.0;20.202020202020204;Peso normal
15;1.66;56.0;20.322252866889244;Peso normal
15;1.64;54.0;20.077334919690664;Peso normal
15;1.63;53.0;19.94805976890361;Peso normal
15;1.62;52.0;19.81405273586343;Peso normal
15;1.605;55.2;21.42836346696946;Peso normal
15;1.597;54.0;21.173074593133887;Peso normal
22;1.78;115.0;36.295922232041406;Obesidade Classe 2
32;1.76;130.5;42.12939049586777;Obesidade Classe 3
42;1.73;146.2;48.84894249724347;Obesidade Classe 3
25;1.81;128.7;39.28451512469094;Obesidade Classe 2
35;1.75;141.5;46.204081632653065;Obesidade Classe 3
45;1.7;155.8;53.91003460207614;Obesidade Classe 3
28;1.85;142.0;41.49013878743608;Obesidade Classe 3
38;1.8;159.6;49.25925925925925;Obesidade Classe 3
48;1.68;175.0;62.00396825396826;Obesidade Classe 3
30;1.8;150.0;46.29629629629629;Obesidade Classe 3
40;1.74;165.3;54.59770114942529;Obesidade Classe 3
50;1.66;182.7;66.30134997822616;Obesidade Classe 3
24;1.77;124.5;39.73953844680647;Obesidade Classe 2
34;1.76;138.9;44.8411673553719;Obesidade Classe 3
44;1.72;154.0;52.05516495402921;Obesidade Classe 3
27;1.83;136.2;40.670070769506395;Obesidade Classe 3
37;1.78;152.3;48.06842570382528;Obesidade Classe 3
47;1.67;168.9;60.56151170712467;Obesidade Classe 3
29;1.79;132.1;41.22842607908617;Obesidade Classe 3
39;1.77;146.3;46.697947588496284;Obesidade Classe 3
49;1.65;162.5;59.68778696051424;Obesidade Classe 3
26;1.82;132.0;39.85025963047941;Obesidade Classe 2
36;1.76;144.0;46.48760330578513;Obesidade Classe 3
46;1.71;158.7;54.273109674771725;Obesidade Classe 3
31;1.78;127.8;40.33581618482515;Obesidade Classe 3
41;1.75;151.0;49.30612244897959;Obesidade Classe 3
17;1.65;60.5;22.222222222222225;Peso normal
25;1.75;70.2;22.922448979591838;Peso normal
32;1.8;76.8;23.703703703703702;Peso normal
22;1.68;63.5;22.498582766439913;Peso normal
39;1.7;72.9;25.224913494809694;Sobrepeso
48;1.62;68.7;26.17741197988111;Sobrepeso
19;1.7;67.3;23.28719723183391;Peso normal
28;1.78;74.6;23.545006943567728;Peso normal
35;1.75;71.8;23.444897959183674;Peso normal
44;1.69;70.3;24.613984104198035;Peso normal
20;1.72;66.0;22.30935640886966;Peso normal
29;1.79;75.3;23.501139165444275;Peso normal
37;1.72;69.5;23.49242833964305;Peso normal
47;1.66;68.0;24.677021338365513;Peso normal
21;1.69;65.7;23.003396239627467;Peso normal
31;1.76;72.0;23.243801652892564;Peso normal
38;1.71;70.2;24.007386888273317;Peso normal
49;1.64;67.3;25.02230814991077;Sobrepeso
24;1.73;68.5;22.887500417655115;Peso normal
33;1.81;78.4;23.930893440371175;Peso normal
41;1.67;68.9;24.70508085625157;Peso normal
50;1.63;67.0;25.21735857578381;Sobrepeso
23;1.71;67.0;22.91303307000445;Peso normal
30;1.77;73.5;23.46069137221105;Peso normal
36;1.74;70.8;23.384859294490685;Peso normal
46;1.68;69.2;24.518140589569164;Peso normal
18;1.66;62.3;22.608506314414285;Peso normal
27;1.74;71.5;23.616065530453163;Peso normal
34;1.78;73.2;23.10314354248201;Peso normal
42;1.65;66.2;24.315886134067956;Peso normal
16;1.6;55.0;21.484374999999996;Peso normal
26;1.72;68.5;23.154407787993513;Peso normal
37;1.76;73.2;23.63119834710744;Peso normal
47;1.66;63.7;23.116562636086517;Peso normal
18;1.68;62.8;22.25056689342404;Peso normal
29;1.79;71.4;22.28394869073999;Peso normal
40;1.73;70.0;23.38868655818771;Peso normal
49;1.65;63.3;23.25068870523416;Peso normal
19;1.66;59.5;21.59239367106982;Peso normal
30;1.76;68.0;21.952479338842977;Peso normal
42;1.69;67.2;23.528587934596132;Peso normal
50;1.64;62.7;23.31201665675194;Peso normal
21;1.72;65.7;22.2079502433748;Peso normal
32;1.78;70.5;22.25097841181669;Peso normal
44;1.7;66.9;23.148788927335644;Peso normal
22;1.69;64.3;22.51321732432338;Peso normal
34;1.75;69.8;22.791836734693877;Peso normal
46;1.68;63.8;22.604875283446713;Peso normal
23;1.7;63.5;21.972318339100347;Peso normal
35;1.77;70.3;22.43927351655016;Peso normal
48;1.65;63.1;23.177226813590455;Peso normal
25;1.71;66.7;22.810437399541744;Peso normal
36;1.75;70.1;22.889795918367344;Peso normal
45;1.67;63.5;22.76883359030442;Peso normal
27;1.74;68.2;22.52609327520148;Peso normal
38;1.78;71.0;22.408786769347305;Peso normal
16;1.62;50.0;19.05197378448407;Peso normal
26;1.67;55.5;19.900319122234574;Peso normal
36;1.7;57.8;20.0;Peso normal
46;1.73;60.2;20.11427044004143;Peso normal
17;1.63;51.2;19.2705784937333;Peso normal
27;1.68;56.0;19.841269841269845;Peso normal
37;1.71;58.1;19.869361512944156;Peso normal
47;1.74;61.0;20.147971991015986;Peso normal
18;1.64;52.5;19.51963117192148;Peso normal
28;1.69;56.7;19.852246069815486;Peso normal
38;1.72;59.0;19.94321254732288;Peso normal
48;1.75;62.3;20.34285714285714;Peso normal
19;1.65;53.8;19.761248852157944;Peso normal
29;1.7;57.3;19.826989619377162;Peso normal
39;1.73;59.9;20.014033211934912;Peso normal
49;1.76;63.6;20.53202479338843;Peso normal
20;1.66;55.0;19.959355494266223;Peso normal
30;1.71;58.5;20.006155740227765;Peso normal
40;1.74;60.7;20.048883604174925;Peso normal
50;1.77;64.9;20.715630885122412;Peso normal
21;1.67;56.2;20.151314138190685;Peso normal
31;1.72;59.0;19.94321254732288;Peso normal
41;1.75;61.5;20.081632653061224;Peso normal
22;1.68;57.5;20.37273242630386;Peso normal
32;1.73;60.8;20.314744896254467;Peso normal
42;1.76;62.2;20.080061983471076;Peso normal
23;1.69;58.7;20.552501663107037;Peso normal
33;1.74;61.2;20.214030915576696;Peso normal
43;1.77;63.4;20.236841265281367;Peso normal
24;1.7;60.0;20.761245674740486;Peso normal
34;1.75;61.8;20.179591836734694;Peso normal
44;1.78;64.8;20.45196313596768;Peso normal
25;1.71;61.2;20.929516774392123;Peso normal
35;1.76;62.4;20.144628099173556;Peso normal
45;1.79;65.7;20.50497799694142;Peso normal
16;1.65;65.5;24.05876951331497;Peso normal
26;1.7;75.6;26.15916955017301;Sobrepeso
36;1.75;85.8;28.016326530612243;Sobrepeso
46;1.8;95.9;29.598765432098766;Sobrepeso
17;1.67;68.0;24.38237297859371;Peso normal
27;1.72;78.2;26.433207138994053;Sobrepeso
37;1.77;88.3;28.18474895464266;Sobrepeso
47;1.82;98.4;29.70655717908465;Sobrepeso
18;1.69;70.5;24.684009663527192;Peso normal
28;1.74;80.8;26.68780552252609;Sobrepeso
38;1.79;90.9;28.369901064261416;Sobrepeso
48;1.84;101.0;29.832230623818525;Sobrepeso
19;1.7;73.0;25.25951557093426;Sobrepeso
29;1.76;83.3;26.891787190082646;Sobrepeso
39;1.81;93.5;28.540032355544703;Sobrepeso
49;1.86;104.6;30.23470921493814;Obesidade Classe 1
20;1.72;75.6;25.554353704705246;Sobrepeso
30;1.78;85.7;27.04835248074738;Sobrepeso
40;1.83;96.1;28.695989727970375;Sobrepeso
50;1.88;107.2;30.33046627433228;Obesidade Classe 1
21;1.74;78.1;25.79601004095653;Sobrepeso
31;1.8;88.2;27.22222222222222;Sobrepeso
41;1.85;98.7;28.838568298027756;Sobrepeso
22;1.76;80.7;26.052427685950416;Sobrepeso
32;1.82;90.6;27.351769110010864;Sobrepeso
42;1.87;101.3;28.96851497040235;Sobrepeso
23;1.78;83.3;26.29087236460043;Sobrepeso
33;1.84;93.1;27.498818525519845;Sobrepeso
43;1.89;104.0;29.114526469023826;Sobrepeso
24;1.8;85.8;26.481481481481477;Sobrepeso
34;1.86;95.7;27.66215747485258;Sobrepeso
44;1.91;106.9;29.302924810175163;Sobrepeso
25;1.82;88.4;26.687598116169543;Sobrepeso
35;1.88;98.5;27.868945224083298;Sobrepeso
45;1.93;109.9;29.504147762356038;Sobrepeso
